
printing unique entries in spam set

printing unique entries in normal set
109110
89512

printing unique entries in spam set
a [43, 0.00039409769956924204]
trace [5, 5.585843238895344e-05]
traces [1, 1.1171686477790688e-05]
track [16, 0.000178746983644651]
tract [3, 3.351505943337206e-05]
tracy [2, 2.2343372955581375e-05]
trad [1, 1.1171686477790688e-05]
traddle [1, 1.1171686477790688e-05]
trade [4, 4.468674591116275e-05]
tradition [9, 0.00010054517830011619]
traditional [27, 0.00030163553490034854]
traditionally [4, 4.468674591116275e-05]
traduccio [2, 2.2343372955581375e-05]
traduccion [2, 2.2343372955581375e-05]
traduction [3, 3.351505943337206e-05]
tragedy [1, 1.1171686477790688e-05]
train [22, 0.0002457771025113951]
trainer [1, 1.1171686477790688e-05]
traitement [2, 2.2343372955581375e-05]
tram [1, 1.1171686477790688e-05]
tran [8, 8.93734918223255e-05]
trans [1, 1.1171686477790688e-05]
transaction [1, 1.1171686477790688e-05]
transcend [1, 1.1171686477790688e-05]
transcendence [1, 1.1171686477790688e-05]
transcr [8, 8.93734918223255e-05]
transcribe [1, 1.1171686477790688e-05]
transcribing [1, 1.1171686477790688e-05]
transcript [2, 2.2343372955581375e-05]
transcription [14, 0.00015640361068906963]
transcrito [1, 1.1171686477790688e-05]
transducer [3, 3.351505943337206e-05]
transduction [1, 1.1171686477790688e-05]
transfer [14, 0.00015640361068906963]
transferability [1, 1.1171686477790688e-05]
transform [1, 1.1171686477790688e-05]
transformation [7, 7.820180534453481e-05]
transformational [2, 2.2343372955581375e-05]
transit [1, 1.1171686477790688e-05]
transition [7, 7.820180534453481e-05]
transitive [4, 4.468674591116275e-05]
transitivity [5, 5.585843238895344e-05]
transitivization [1, 1.1171686477790688e-05]
translatable [1, 1.1171686477790688e-05]
translate [9, 0.00010054517830011619]
translation [104, 0.0011618553936902315]
translationcompetent [1, 1.1171686477790688e-05]
translator [4, 4.468674591116275e-05]
translingual [6, 6.703011886674413e-05]
transmission [3, 3.351505943337206e-05]
transmit [2, 2.2343372955581375e-05]
transparency [2, 2.2343372955581375e-05]
transparent [3, 3.351505943337206e-05]
transparently [1, 1.1171686477790688e-05]
transportation [3, 3.351505943337206e-05]
transtive [1, 1.1171686477790688e-05]
transtool [1, 1.1171686477790688e-05]
trask [5, 5.585843238895344e-05]
trauail [1, 1.1171686477790688e-05]
travail [1, 1.1171686477790688e-05]
travaux [1, 1.1171686477790688e-05]
travel [24, 0.0002681204754669765]
treacherous [2, 2.2343372955581375e-05]
treat [14, 0.00015640361068906963]
treatment [5, 5.585843238895344e-05]
tredinnick [1, 1.1171686477790688e-05]
tree [5, 5.585843238895344e-05]
tremendous [2, 2.2343372955581375e-05]
trend [5, 5.585843238895344e-05]
trends [2, 2.2343372955581375e-05]
trento [3, 3.351505943337206e-05]
treve [1, 1.1171686477790688e-05]
trial [3, 3.351505943337206e-05]
triconsonantal [1, 1.1171686477790688e-05]
trier [3, 3.351505943337206e-05]
trigano [1, 1.1171686477790688e-05]
trigger [5, 5.585843238895344e-05]
trillo [1, 1.1171686477790688e-05]
trio [1, 1.1171686477790688e-05]
trip [2, 2.2343372955581375e-05]
tripolare [1, 1.1171686477790688e-05]
tripp [1, 1.1171686477790688e-05]
trisha [1, 1.1171686477790688e-05]
trivia [1, 1.1171686477790688e-05]
trivial [2, 2.2343372955581375e-05]
trl [2, 2.2343372955581375e-05]
trochee [1, 1.1171686477790688e-05]
tromso [1, 1.1171686477790688e-05]
trondheim [2, 2.2343372955581375e-05]
trong [2, 2.2343372955581375e-05]
trost [1, 1.1171686477790688e-05]
trouble [7, 7.820180534453481e-05]
troubleshoot [1, 1.1171686477790688e-05]
trubetzkoy [3, 3.351505943337206e-05]
trudgill [2, 2.2343372955581375e-05]
trudy [1, 1.1171686477790688e-05]
true [16, 0.000178746983644651]
trueque [1, 1.1171686477790688e-05]
truly [1, 1.1171686477790688e-05]
truth [9, 0.00010054517830011619]
try [16, 0.000178746983644651]
ts [5, 5.585843238895344e-05]
tsd [5, 5.585843238895344e-05]
tse [1, 1.1171686477790688e-05]
tseytlin [2, 2.2343372955581375e-05]
tsing [1, 1.1171686477790688e-05]
tsinghua [2, 2.2343372955581375e-05]
tsou [1, 1.1171686477790688e-05]
tstewart [2, 2.2343372955581375e-05]
tsujimura [1, 1.1171686477790688e-05]
tsujius [2, 2.2343372955581375e-05]
tsukuba [1, 1.1171686477790688e-05]
tsurumaru [1, 1.1171686477790688e-05]
tt [1, 1.1171686477790688e-05]
ttt [2, 2.2343372955581375e-05]
tu [1, 1.1171686477790688e-05]
tubingen [1, 1.1171686477790688e-05]
tuchemnitz [2, 2.2343372955581375e-05]
tucker [3, 3.351505943337206e-05]
tucson [1, 1.1171686477790688e-05]
tude [1, 1.1171686477790688e-05]
tuebingen [8, 8.93734918223255e-05]
tuesday [16, 0.000178746983644651]
tufi [1, 1.1171686477790688e-05]
tugendhadt [1, 1.1171686477790688e-05]
tuition [2, 2.2343372955581375e-05]
tukkus [1, 1.1171686477790688e-05]
tulip [1, 1.1171686477790688e-05]
tullgren [1, 1.1171686477790688e-05]
tulsa [1, 1.1171686477790688e-05]
tun [7, 7.820180534453481e-05]
tundra [4, 4.468674591116275e-05]
tung [1, 1.1171686477790688e-05]
tungusic [1, 1.1171686477790688e-05]
tunisium [1, 1.1171686477790688e-05]
tupikova [1, 1.1171686477790688e-05]
turaeva [1, 1.1171686477790688e-05]
turbin [1, 1.1171686477790688e-05]
ture [1, 1.1171686477790688e-05]
turg [1, 1.1171686477790688e-05]
turin [1, 1.1171686477790688e-05]
turkey [1, 1.1171686477790688e-05]
turkic [10, 0.00011171686477790688]
turkish [4, 4.468674591116275e-05]
turku [2, 2.2343372955581375e-05]
turn [13, 0.00014523192421127894]
turner [1, 1.1171686477790688e-05]
turntake [2, 2.2343372955581375e-05]
tuscaloosa [1, 1.1171686477790688e-05]
tuscan [1, 1.1171686477790688e-05]
tuscany [2, 2.2343372955581375e-05]
tutorial [73, 0.0008155331128787202]
tutorials [2, 2.2343372955581375e-05]
tutoriel [4, 4.468674591116275e-05]
tutoriels [2, 2.2343372955581375e-05]
tuttle [2, 2.2343372955581375e-05]
tv [2, 2.2343372955581375e-05]
tw [5, 5.585843238895344e-05]
twc [1, 1.1171686477790688e-05]
twelve [2, 2.2343372955581375e-05]
twenny [1, 1.1171686477790688e-05]
twente [9, 0.00010054517830011619]
twentieth [1, 1.1171686477790688e-05]
twenty [4, 4.468674591116275e-05]
twentyeight [1, 1.1171686477790688e-05]
twentyfive [2, 2.2343372955581375e-05]
twentyminute [2, 2.2343372955581375e-05]
twentynine [1, 1.1171686477790688e-05]
twentythree [1, 1.1171686477790688e-05]
twin [1, 1.1171686477790688e-05]
twlt [5, 5.585843238895344e-05]
two [130, 0.0014523192421127893]
twocent [1, 1.1171686477790688e-05]
twoday [3, 3.351505943337206e-05]
twolanguage [1, 1.1171686477790688e-05]
twopage [1, 1.1171686477790688e-05]
twoway [1, 1.1171686477790688e-05]
twoweek [1, 1.1171686477790688e-05]
twsu [1, 1.1171686477790688e-05]
twsuvm [1, 1.1171686477790688e-05]
tx [7, 7.820180534453481e-05]
txt [1, 1.1171686477790688e-05]
tyler [3, 3.351505943337206e-05]
tyner [1, 1.1171686477790688e-05]
tyneside [2, 2.2343372955581375e-05]
type [115, 0.001284743944945929]
typecharacterization [1, 1.1171686477790688e-05]
typefree [1, 1.1171686477790688e-05]
typelogical [1, 1.1171686477790688e-05]
typeset [2, 2.2343372955581375e-05]
typewrite [1, 1.1171686477790688e-05]
typewriter [4, 4.468674591116275e-05]
typical [5, 5.585843238895344e-05]
typically [2, 2.2343372955581375e-05]
typify [1, 1.1171686477790688e-05]
typographic [1, 1.1171686477790688e-05]
typographical [4, 4.468674591116275e-05]
typological [24, 0.0002681204754669765]
typologically [3, 3.351505943337206e-05]
typologist [3, 3.351505943337206e-05]
typology [23, 0.0002569487889891858]
tzi [1, 1.1171686477790688e-05]
tzigov [5, 5.585843238895344e-05]
tzin [1, 1.1171686477790688e-05]
tzintlus [1, 1.1171686477790688e-05]
tzotzil [2, 2.2343372955581375e-05]
tzus [2, 2.2343372955581375e-05]
u [91, 0.0010166234694789526]
ua [2, 2.2343372955581375e-05]
uantifier [1, 1.1171686477790688e-05]
ubersetzung [1, 1.1171686477790688e-05]
ubgrammar [1, 1.1171686477790688e-05]
uc [4, 4.468674591116275e-05]
uch [1, 1.1171686477790688e-05]
uchicago [9, 0.00010054517830011619]
uchida [3, 3.351505943337206e-05]
uci [16, 0.000178746983644651]
ucidl [2, 2.2343372955581375e-05]
uciwpl [8, 8.93734918223255e-05]
ucl [3, 3.351505943337206e-05]
ucla [11, 0.00012288855125569756]
uclum [1, 1.1171686477790688e-05]
uclytbh [1, 1.1171686477790688e-05]
ucsc [4, 4.468674591116275e-05]
ucus [10, 0.00011171686477790688]
ude [1, 1.1171686477790688e-05]
udel [12, 0.00013406023773348825]
udine [1, 1.1171686477790688e-05]
udo [2, 2.2343372955581375e-05]
ueber [1, 1.1171686477790688e-05]
ueberarbeitete [1, 1.1171686477790688e-05]
uebersetzte [1, 1.1171686477790688e-05]
uebersetzung [7, 7.820180534453481e-05]
uebersetzungshilfen [1, 1.1171686477790688e-05]
uebersetzungsprogramme [1, 1.1171686477790688e-05]
uebersetzungssysteme [1, 1.1171686477790688e-05]
uevora [1, 1.1171686477790688e-05]
ufba [1, 1.1171686477790688e-05]
ufpb [1, 1.1171686477790688e-05]
ufpe [4, 4.468674591116275e-05]
ufr [7, 7.820180534453481e-05]
ufrl [2, 2.2343372955581375e-05]
ug [4, 4.468674591116275e-05]
uga [5, 5.585843238895344e-05]
ugr [1, 1.1171686477790688e-05]
ugrenoble [2, 2.2343372955581375e-05]
ugrian [1, 1.1171686477790688e-05]
ugrica [2, 2.2343372955581375e-05]
uhcc [1, 1.1171686477790688e-05]
uhl [1, 1.1171686477790688e-05]
uhunix [1, 1.1171686477790688e-05]
uia [3, 3.351505943337206e-05]
uib [12, 0.00013406023773348825]
uibk [3, 3.351505943337206e-05]
uil [1, 1.1171686477790688e-05]
uit [1, 1.1171686477790688e-05]
uiuc [8, 8.93734918223255e-05]
uium [2, 2.2343372955581375e-05]
uk [158, 0.0017651264634909287]
ukcc [1, 1.1171686477790688e-05]
ukraine [3, 3.351505943337206e-05]
ukrainian [2, 2.2343372955581375e-05]
uky [1, 1.1171686477790688e-05]
ul [1, 1.1171686477790688e-05]
ulh [2, 2.2343372955581375e-05]
ullum [1, 1.1171686477790688e-05]
ulmann [1, 1.1171686477790688e-05]
ulrich [4, 4.468674591116275e-05]
ulrike [1, 1.1171686477790688e-05]
ulster [1, 1.1171686477790688e-05]
ultimate [5, 5.585843238895344e-05]
ultimately [7, 7.820180534453481e-05]
ultrasound [1, 1.1171686477790688e-05]
ulus [1, 1.1171686477790688e-05]
um [5, 5.585843238895344e-05]
umane [1, 1.1171686477790688e-05]
umass [7, 7.820180534453481e-05]
umd [3, 3.351505943337206e-05]
umich [9, 0.00010054517830011619]
umist [3, 3.351505943337206e-05]
umontreal [10, 0.00011171686477790688]
umop [1, 1.1171686477790688e-05]
umptt [1, 1.1171686477790688e-05]
umsetzungsvorschlage [1, 1.1171686477790688e-05]
un [33, 0.00036866565376709266]
una [2, 2.2343372955581375e-05]
unable [4, 4.468674591116275e-05]
unacceptability [1, 1.1171686477790688e-05]
unacceptable [3, 3.351505943337206e-05]
unaccusative [1, 1.1171686477790688e-05]
unaccustome [1, 1.1171686477790688e-05]
unaid [1, 1.1171686477790688e-05]
unam [1, 1.1171686477790688e-05]
unanimously [1, 1.1171686477790688e-05]
unattractive [2, 2.2343372955581375e-05]
unaware [3, 3.351505943337206e-05]
unbelievable [1, 1.1171686477790688e-05]
unbound [2, 2.2343372955581375e-05]
uncertain [1, 1.1171686477790688e-05]
uncertainty [1, 1.1171686477790688e-05]
unchangeable [1, 1.1171686477790688e-05]
unclarity [1, 1.1171686477790688e-05]
unclear [5, 5.585843238895344e-05]
uncomplicate [1, 1.1171686477790688e-05]
uncompress [2, 2.2343372955581375e-05]
unconnect [1, 1.1171686477790688e-05]
unconscious [1, 1.1171686477790688e-05]
unconstitutional [1, 1.1171686477790688e-05]
uncontroversial [1, 1.1171686477790688e-05]
unconvinc [1, 1.1171686477790688e-05]
uncover [1, 1.1171686477790688e-05]
und [41, 0.00045803914558941816]
undeniable [1, 1.1171686477790688e-05]
under [39, 0.0004356957726338368]
undergo [6, 6.703011886674413e-05]
undergraduate [8, 8.93734918223255e-05]
underlie [16, 0.000178746983644651]
underline [1, 1.1171686477790688e-05]
underly [1, 1.1171686477790688e-05]
undermine [1, 1.1171686477790688e-05]
underneath [1, 1.1171686477790688e-05]
underspecification [4, 4.468674591116275e-05]
underspecify [2, 2.2343372955581375e-05]
understand [54, 0.0006032710698006971]
understandable [1, 1.1171686477790688e-05]
understandably [1, 1.1171686477790688e-05]
undertake [6, 6.703011886674413e-05]
undesirable [2, 2.2343372955581375e-05]
undoubtedly [2, 2.2343372955581375e-05]
une [25, 0.00027929216194476716]
uneasy [1, 1.1171686477790688e-05]
uned [2, 2.2343372955581375e-05]
unemploy [1, 1.1171686477790688e-05]
unencounter [2, 2.2343372955581375e-05]
unevaluate [2, 2.2343372955581375e-05]
unexplore [1, 1.1171686477790688e-05]
unexpress [1, 1.1171686477790688e-05]
unfailingly [1, 1.1171686477790688e-05]
unfalsifiable [1, 1.1171686477790688e-05]
unfamiliar [2, 2.2343372955581375e-05]
unfavorable [1, 1.1171686477790688e-05]
unfold [1, 1.1171686477790688e-05]
unfortunate [2, 2.2343372955581375e-05]
unfortunately [3, 3.351505943337206e-05]
ungar [1, 1.1171686477790688e-05]
unger [1, 1.1171686477790688e-05]
ungrammatical [5, 5.585843238895344e-05]
unguide [1, 1.1171686477790688e-05]
unhappy [1, 1.1171686477790688e-05]
unibonn [5, 5.585843238895344e-05]
unicaen [1, 1.1171686477790688e-05]
unicamp [2, 2.2343372955581375e-05]
unice [1, 1.1171686477790688e-05]
unicode [1, 1.1171686477790688e-05]
uniduesseldorf [1, 1.1171686477790688e-05]
unierlangen [3, 3.351505943337206e-05]
unievrsity [1, 1.1171686477790688e-05]
unification [2, 2.2343372955581375e-05]
unifikation [1, 1.1171686477790688e-05]
uniform [3, 3.351505943337206e-05]
uniformitarianism [1, 1.1171686477790688e-05]
unifrankfurt [1, 1.1171686477790688e-05]
unifus [1, 1.1171686477790688e-05]
unify [9, 0.00010054517830011619]
unihamburg [3, 3.351505943337206e-05]
unikassel [1, 1.1171686477790688e-05]
unikiel [1, 1.1171686477790688e-05]
unileipzig [2, 2.2343372955581375e-05]
unimc [1, 1.1171686477790688e-05]
unimuenchen [2, 2.2343372955581375e-05]
uninformative [1, 1.1171686477790688e-05]
unintelligibility [1, 1.1171686477790688e-05]
unintentionally [2, 2.2343372955581375e-05]
uninterest [2, 2.2343372955581375e-05]
uninterpretable [1, 1.1171686477790688e-05]
union [5, 5.585843238895344e-05]
unipd [2, 2.2343372955581375e-05]
unique [5, 5.585843238895344e-05]
uniquely [2, 2.2343372955581375e-05]
uniqueness [1, 1.1171686477790688e-05]
uniroma [3, 3.351505943337206e-05]
unisa [1, 1.1171686477790688e-05]
unisb [2, 2.2343372955581375e-05]
unistuttgart [4, 4.468674591116275e-05]
unit [18, 0.00020109035660023238]
unitary [5, 5.585843238895344e-05]
unite [23, 0.0002569487889891858]
united [3, 3.351505943337206e-05]
unitn [4, 4.468674591116275e-05]
unitrier [2, 2.2343372955581375e-05]
unituebingen [7, 7.820180534453481e-05]
unity [3, 3.351505943337206e-05]
univ [40, 0.0004468674591116275]
univeral [1, 1.1171686477790688e-05]
univerity [1, 1.1171686477790688e-05]
universal [38, 0.00042452408615604613]
universalist [1, 1.1171686477790688e-05]
universally [2, 2.2343372955581375e-05]
universel [1, 1.1171686477790688e-05]
universelle [1, 1.1171686477790688e-05]
universidad [2, 2.2343372955581375e-05]
universidade [2, 2.2343372955581375e-05]
universit [5, 5.585843238895344e-05]
universita [5, 5.585843238895344e-05]
universitaet [15, 0.0001675752971668603]
universitaetsstr [1, 1.1171686477790688e-05]
universitaire [2, 2.2343372955581375e-05]
universitarium [1, 1.1171686477790688e-05]
universitat [19, 0.00021226204307802306]
universitdt [2, 2.2343372955581375e-05]
universite [64, 0.000714987934578604]
universiteit [5, 5.585843238895344e-05]
universiteitsplein [1, 1.1171686477790688e-05]
universitet [3, 3.351505943337206e-05]
universitus [2, 2.2343372955581375e-05]
university [906, 0.010121547948878363]
uniwa [1, 1.1171686477790688e-05]
unix [9, 0.00010054517830011619]
unjustify [1, 1.1171686477790688e-05]
unknown [1, 1.1171686477790688e-05]
unl [1, 1.1171686477790688e-05]
unlabel [1, 1.1171686477790688e-05]
unlawful [1, 1.1171686477790688e-05]
unlearn [2, 2.2343372955581375e-05]
unless [7, 7.820180534453481e-05]
unlikable [1, 1.1171686477790688e-05]
unlike [3, 3.351505943337206e-05]
unlikely [2, 2.2343372955581375e-05]
unlkikely [1, 1.1171686477790688e-05]
unm [4, 4.468674591116275e-05]
unmark [6, 6.703011886674413e-05]
unmodify [1, 1.1171686477790688e-05]
unnatural [2, 2.2343372955581375e-05]
unopen [3, 3.351505943337206e-05]
unpacking [1, 1.1171686477790688e-05]
unpublish [19, 0.00021226204307802306]
unrealistic [1, 1.1171686477790688e-05]
unreduce [1, 1.1171686477790688e-05]
unrelate [5, 5.585843238895344e-05]
unresolve [1, 1.1171686477790688e-05]
unrestrict [1, 1.1171686477790688e-05]
unsatisfactory [1, 1.1171686477790688e-05]
unselective [2, 2.2343372955581375e-05]
unsettle [1, 1.1171686477790688e-05]
unsolve [1, 1.1171686477790688e-05]
unspecify [1, 1.1171686477790688e-05]
unstable [1, 1.1171686477790688e-05]
unstate [1, 1.1171686477790688e-05]
unstress [1, 1.1171686477790688e-05]
unstructure [2, 2.2343372955581375e-05]
unstudy [1, 1.1171686477790688e-05]
unsupport [1, 1.1171686477790688e-05]
unsw [1, 1.1171686477790688e-05]
unsystematic [1, 1.1171686477790688e-05]
unt [4, 4.468674591116275e-05]
unter [1, 1.1171686477790688e-05]
unterbringung [1, 1.1171686477790688e-05]
unterkunftsmoglichkeiten [1, 1.1171686477790688e-05]
unterricht [1, 1.1171686477790688e-05]
untersuchung [2, 2.2343372955581375e-05]
untest [1, 1.1171686477790688e-05]
until [12, 0.00013406023773348825]
untill [1, 1.1171686477790688e-05]
untouch [1, 1.1171686477790688e-05]
unus [4, 4.468674591116275e-05]
unusual [3, 3.351505943337206e-05]
unusuallytaught [1, 1.1171686477790688e-05]
unversity [1, 1.1171686477790688e-05]
uoregon [2, 2.2343372955581375e-05]
uottawa [1, 1.1171686477790688e-05]
upcome [1, 1.1171686477790688e-05]
update [16, 0.000178746983644651]
upenn [8, 8.93734918223255e-05]
upf [1, 1.1171686477790688e-05]
upheaval [1, 1.1171686477790688e-05]
upon [13, 0.00014523192421127894]
upper [3, 3.351505943337206e-05]
upperright [2, 2.2343372955581375e-05]
upres [1, 1.1171686477790688e-05]
upresa [1, 1.1171686477790688e-05]
upset [1, 1.1171686477790688e-05]
uptalk [2, 2.2343372955581375e-05]
upto [5, 5.585843238895344e-05]
upward [1, 1.1171686477790688e-05]
uq [2, 2.2343372955581375e-05]
ura [2, 2.2343372955581375e-05]
uralic [3, 3.351505943337206e-05]
uralischen [1, 1.1171686477790688e-05]
urban [1, 1.1171686477790688e-05]
urbana [10, 0.00011171686477790688]
urbanachampaign [1, 1.1171686477790688e-05]
urbanczyk [2, 2.2343372955581375e-05]
urberville [1, 1.1171686477790688e-05]
urge [4, 4.468674591116275e-05]
urgent [3, 3.351505943337206e-05]
uriage [1, 1.1171686477790688e-05]
uriagereka [1, 1.1171686477790688e-05]
url [50, 0.0005585843238895343]
urls [1, 1.1171686477790688e-05]
ursulum [2, 2.2343372955581375e-05]
us [140, 0.0015640361068906961]
usa [171, 0.0019103583877022076]
usability [1, 1.1171686477790688e-05]
usable [2, 2.2343372955581375e-05]
usage [23, 0.0002569487889891858]
usc [12, 0.00013406023773348825]
uscin [1, 1.1171686477790688e-05]
usd [20, 0.00022343372955581375]
useful [17, 0.0001899186701224417]
usefull [1, 1.1171686477790688e-05]
usefulness [2, 2.2343372955581375e-05]
useless [2, 2.2343372955581375e-05]
user [36, 0.00040218071320046475]
userdefine [1, 1.1171686477790688e-05]
userfriendly [1, 1.1171686477790688e-05]
username [1, 1.1171686477790688e-05]
ushakov [1, 1.1171686477790688e-05]
usia [4, 4.468674591116275e-05]
using [17, 0.0001899186701224417]
usingcomp [1, 1.1171686477790688e-05]
usium [1, 1.1171686477790688e-05]
usp [7, 7.820180534453481e-05]
uspa [1, 1.1171686477790688e-05]
ussr [1, 1.1171686477790688e-05]
usual [4, 4.468674591116275e-05]
usually [5, 5.585843238895344e-05]
usuallypostpose [1, 1.1171686477790688e-05]
uszkoreit [2, 2.2343372955581375e-05]
ut [1, 1.1171686477790688e-05]
uta [7, 7.820180534453481e-05]
utafll [2, 2.2343372955581375e-05]
utah [1, 1.1171686477790688e-05]
utascil [1, 1.1171686477790688e-05]
ute [1, 1.1171686477790688e-05]
utexa [5, 5.585843238895344e-05]
utility [1, 1.1171686477790688e-05]
utilize [3, 3.351505943337206e-05]
uto [5, 5.585843238895344e-05]
utokyo [1, 1.1171686477790688e-05]
utopium [1, 1.1171686477790688e-05]
utoronto [1, 1.1171686477790688e-05]
utovrm [3, 3.351505943337206e-05]
utrecht [28, 0.00031280722137813925]
utsumus [1, 1.1171686477790688e-05]
utsurigus [1, 1.1171686477790688e-05]
utter [2, 2.2343372955581375e-05]
utterance [13, 0.00014523192421127894]
utterly [2, 2.2343372955581375e-05]
utulsa [1, 1.1171686477790688e-05]
utwente [3, 3.351505943337206e-05]
utxvm [1, 1.1171686477790688e-05]
uu [1, 1.1171686477790688e-05]
uuencode [1, 1.1171686477790688e-05]
uv [1, 1.1171686477790688e-05]
uva [6, 6.703011886674413e-05]
uve [1, 1.1171686477790688e-05]
uwa [1, 1.1171686477790688e-05]
uwaterloo [3, 3.351505943337206e-05]
uwe [2, 2.2343372955581375e-05]
ux [2, 2.2343372955581375e-05]
uzzus [1, 1.1171686477790688e-05]
v [164, 0.0018321565823576727]
vacancy [1, 1.1171686477790688e-05]
vacation [1, 1.1171686477790688e-05]
vaclav [2, 2.2343372955581375e-05]
vacuous [1, 1.1171686477790688e-05]
vagueness [1, 1.1171686477790688e-05]
vainikka [1, 1.1171686477790688e-05]
vakareliyska [1, 1.1171686477790688e-05]
valence [1, 1.1171686477790688e-05]
valencia [1, 1.1171686477790688e-05]
valencium [5, 5.585843238895344e-05]
valency [1, 1.1171686477790688e-05]
valentin [1, 1.1171686477790688e-05]
valentine [1, 1.1171686477790688e-05]
valerium [1, 1.1171686477790688e-05]
valerius [1, 1.1171686477790688e-05]
valg [1, 1.1171686477790688e-05]
valid [8, 8.93734918223255e-05]
validation [2, 2.2343372955581375e-05]
validity [5, 5.585843238895344e-05]
valin [2, 2.2343372955581375e-05]
vallaey [1, 1.1171686477790688e-05]
vallduvus [2, 2.2343372955581375e-05]
valle [1, 1.1171686477790688e-05]
valley [1, 1.1171686477790688e-05]
vallibhotama [1, 1.1171686477790688e-05]
vallum [2, 2.2343372955581375e-05]
valuable [6, 6.703011886674413e-05]
value [6, 6.703011886674413e-05]
van [38, 0.00042452408615604613]
vanavermaet [1, 1.1171686477790688e-05]
vanbik [1, 1.1171686477790688e-05]
vancouver [1, 1.1171686477790688e-05]
vanden [4, 4.468674591116275e-05]
vandenbergen [1, 1.1171686477790688e-05]
vanelli [1, 1.1171686477790688e-05]
vangsn [2, 2.2343372955581375e-05]
vanloon [1, 1.1171686477790688e-05]
vanness [2, 2.2343372955581375e-05]
vannoord [4, 4.468674591116275e-05]
vanpatten [1, 1.1171686477790688e-05]
vanuatu [1, 1.1171686477790688e-05]
vanvolsem [1, 1.1171686477790688e-05]
variable [10, 0.00011171686477790688]
variant [2, 2.2343372955581375e-05]
variation [26, 0.0002904638484225579]
varicare [2, 2.2343372955581375e-05]
varietal [1, 1.1171686477790688e-05]
variete [1, 1.1171686477790688e-05]
varietes [1, 1.1171686477790688e-05]
variety [58, 0.0006479578157118598]
vario [1, 1.1171686477790688e-05]
various [44, 0.0004915542050227903]
variously [1, 1.1171686477790688e-05]
varney [1, 1.1171686477790688e-05]
varro [1, 1.1171686477790688e-05]
vary [10, 0.00011171686477790688]
vasant [2, 2.2343372955581375e-05]
vasilyev [1, 1.1171686477790688e-05]
vasishth [2, 2.2343372955581375e-05]
vassar [17, 0.0001899186701224417]
vassil [1, 1.1171686477790688e-05]
vat [4, 4.468674591116275e-05]
vax [1, 1.1171686477790688e-05]
vaxsa [1, 1.1171686477790688e-05]
vazquez [1, 1.1171686477790688e-05]
ve [18, 0.00020109035660023238]
veale [1, 1.1171686477790688e-05]
vediashkina [1, 1.1171686477790688e-05]
vedic [1, 1.1171686477790688e-05]
vegetarian [2, 2.2343372955581375e-05]
vegnduzzo [1, 1.1171686477790688e-05]
vehicle [1, 1.1171686477790688e-05]
vehiculaires [1, 1.1171686477790688e-05]
vehiculet [1, 1.1171686477790688e-05]
velantie [1, 1.1171686477790688e-05]
velar [2, 2.2343372955581375e-05]
velardus [14, 0.00015640361068906963]
velciccanivez [1, 1.1171686477790688e-05]
veldhoven [8, 8.93734918223255e-05]
vellano [1, 1.1171686477790688e-05]
veltman [1, 1.1171686477790688e-05]
veman [2, 2.2343372955581375e-05]
ven [1, 1.1171686477790688e-05]
vendor [1, 1.1171686477790688e-05]
vendredus [8, 8.93734918223255e-05]
venise [1, 1.1171686477790688e-05]
ventura [2, 2.2343372955581375e-05]
venture [1, 1.1171686477790688e-05]
venue [17, 0.0001899186701224417]
venus [1, 1.1171686477790688e-05]
vepreva [1, 1.1171686477790688e-05]
ver [5, 5.585843238895344e-05]
verallgemeinerten [1, 1.1171686477790688e-05]
veranstalter [1, 1.1171686477790688e-05]
veranstaltet [1, 1.1171686477790688e-05]
veranstaltungen [1, 1.1171686477790688e-05]
veranstaltungsort [1, 1.1171686477790688e-05]
veranstaltungsplan [1, 1.1171686477790688e-05]
verarbeitung [2, 2.2343372955581375e-05]
verb [89, 0.0009942800965233713]
verba [1, 1.1171686477790688e-05]
verbal [12, 0.00013406023773348825]
verbally [2, 2.2343372955581375e-05]
verbatim [1, 1.1171686477790688e-05]
verbmobil [1, 1.1171686477790688e-05]
verbparticle [1, 1.1171686477790688e-05]
verdejo [2, 2.2343372955581375e-05]
verdus [1, 1.1171686477790688e-05]
veremo [2, 2.2343372955581375e-05]
verfahren [1, 1.1171686477790688e-05]
verfuegung [1, 1.1171686477790688e-05]
verfugung [1, 1.1171686477790688e-05]
verga [16, 0.000178746983644651]
vergne [1, 1.1171686477790688e-05]
verhaar [1, 1.1171686477790688e-05]
verheij [1, 1.1171686477790688e-05]
verifiable [1, 1.1171686477790688e-05]
verification [2, 2.2343372955581375e-05]
verify [1, 1.1171686477790688e-05]
verlag [4, 4.468674591116275e-05]
verleyen [1, 1.1171686477790688e-05]
verma [2, 2.2343372955581375e-05]
vermittelten [1, 1.1171686477790688e-05]
vermobil [1, 1.1171686477790688e-05]
vernacular [6, 6.703011886674413e-05]
veroni [1, 1.1171686477790688e-05]
veronica [1, 1.1171686477790688e-05]
veronika [2, 2.2343372955581375e-05]
versa [1, 1.1171686477790688e-05]
versaille [1, 1.1171686477790688e-05]
versatile [1, 1.1171686477790688e-05]
version [40, 0.0004468674591116275]
versions [1, 1.1171686477790688e-05]
verstdndnissicherung [1, 1.1171686477790688e-05]
versuch [1, 1.1171686477790688e-05]
versus [15, 0.0001675752971668603]
vertiefung [1, 1.1171686477790688e-05]
